BenchmarkTest00001,a_string,True,0
BenchmarkTest00002,a_string,True,0
BenchmarkTest00003,a_string,False,0
BenchmarkTest00004,a_string,True,0
BenchmarkTest00005,a_string,False,0
BenchmarkTest00006,a_string,True,0
BenchmarkTest00007,a_string,True,0
BenchmarkTest00008,a_string,True,0
BenchmarkTest00009,a_string,False,0
BenchmarkTest00010,a_string,False,0
BenchmarkTest00011,a_string,False,0
BenchmarkTest00012,a_string,False,0
BenchmarkTest00013,a_string,False,0
BenchmarkTest00014,a_string,False,0
BenchmarkTest00015,a_string,True,0
BenchmarkTest00016,a_string,False,0
BenchmarkTest00017,a_string,True,0
BenchmarkTest00018,a_string,True,0
BenchmarkTest00019,a_string,False,0
BenchmarkTest00020,a_string,False,0
BenchmarkTest00021,a_string,False,0
BenchmarkTest00022,a_string,False,0
BenchmarkTest00023,a_string,False,0
BenchmarkTest00024,a_string,True,0
BenchmarkTest00025,a_string,False,0
BenchmarkTest00026,a_string,False,0
BenchmarkTest00027,a_string,True,0
BenchmarkTest00028,a_string,True,0
BenchmarkTest00029,a_string,False,0
BenchmarkTest00030,a_string,False,0
BenchmarkTest00031,a_string,True,0
BenchmarkTest00032,a_string,False,0
BenchmarkTest00033,a_string,False,0
BenchmarkTest00034,a_string,True,0
BenchmarkTest00035,a_string,False,0
BenchmarkTest00036,a_string,False,0
BenchmarkTest00037,a_string,True,0
BenchmarkTest00038,a_string,False,0
BenchmarkTest00039,a_string,False,0
BenchmarkTest00040,a_string,False,0
BenchmarkTest00041,a_string,False,0
BenchmarkTest00042,a_string,False,0
BenchmarkTest00043,a_string,True,0
BenchmarkTest00044,a_string,False,0
BenchmarkTest00045,a_string,True,0
BenchmarkTest00046,a_string,False,0
BenchmarkTest00047,a_string,False,0
BenchmarkTest00048,a_string,False,0
BenchmarkTest00049,a_string,False,0
BenchmarkTest00050,a_string,False,0
BenchmarkTest00051,a_string,False,0
BenchmarkTest00052,a_string,False,0
BenchmarkTest00053,a_string,False,0
BenchmarkTest00054,a_string,False,0
BenchmarkTest00055,a_string,False,0
BenchmarkTest00056,a_string,False,0
BenchmarkTest00057,a_string,False,0
